epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1492.91,0.66809,0.3823,0.99789,0.99933,1,0.995,0.83535,0.71721,0.32265,0.9516,4.5916e-05,4.5916e-05,4.5916e-05
185,1501.05,0.69063,0.4016,1.04242,0.99935,1,0.995,0.83241,0.7305,0.32585,0.95568,4.25941e-05,4.25941e-05,4.25941e-05
186,1509.17,0.62557,0.36284,0.9825,0.99937,1,0.995,0.82703,0.74741,0.32799,0.96097,3.94694e-05,3.94694e-05,3.94694e-05
187,1517.34,0.62951,0.36412,0.99322,0.99939,1,0.995,0.82366,0.75133,0.33092,0.96289,3.65426e-05,3.65426e-05,3.65426e-05
188,1525.5,0.62912,0.36026,0.98277,0.99939,1,0.995,0.82418,0.74971,0.33066,0.96455,3.38146e-05,3.38146e-05,3.38146e-05
189,1533.65,0.65116,0.37772,1.01311,0.99938,1,0.995,0.82826,0.73804,0.33101,0.9626,3.12859e-05,3.12859e-05,3.12859e-05
190,1541.74,0.637,0.36617,0.97858,0.99937,1,0.995,0.83199,0.72743,0.32609,0.95898,2.89573e-05,2.89573e-05,2.89573e-05
191,1565.27,0.55228,0.29658,0.93046,0.99931,1,0.995,0.83364,0.71048,0.32533,0.95521,2.68292e-05,2.68292e-05,2.68292e-05
192,1573.43,0.54336,0.30273,0.90375,0.99924,1,0.995,0.8316,0.71088,0.3279,0.95688,2.49021e-05,2.49021e-05,2.49021e-05
193,1581.54,0.56375,0.30905,0.92138,0.99921,1,0.995,0.83073,0.70771,0.32775,0.95568,2.31767e-05,2.31767e-05,2.31767e-05
194,1590.63,0.58637,0.31618,0.94269,0.99921,1,0.995,0.83275,0.69924,0.32785,0.95213,2.16532e-05,2.16532e-05,2.16532e-05
195,1598.73,0.52454,0.30028,0.90457,0.99919,1,0.995,0.83335,0.7009,0.3268,0.95289,2.03321e-05,2.03321e-05,2.03321e-05
196,1606.78,0.54862,0.31032,0.92701,0.99921,1,0.995,0.83285,0.69901,0.32689,0.95045,1.92137e-05,1.92137e-05,1.92137e-05
197,1614.82,0.53676,0.30132,0.92111,0.99922,1,0.995,0.83335,0.69463,0.32382,0.94747,1.82983e-05,1.82983e-05,1.82983e-05
198,1622.77,0.56497,0.31301,0.91128,0.99921,1,0.995,0.83517,0.69653,0.325,0.94722,1.7586e-05,1.7586e-05,1.7586e-05
199,1630.79,0.6121,0.31487,0.93944,0.99921,1,0.995,0.83408,0.6995,0.32498,0.94812,1.70772e-05,1.70772e-05,1.70772e-05
200,1638.87,0.57118,0.30727,0.93614,0.99919,1,0.995,0.83611,0.7019,0.3244,0.94876,1.67718e-05,1.67718e-05,1.67718e-05
